"kw20.BHI1.F"	"kw20.BHI1.G"	"kw20.BHI1.H"	"kw20.BHI2.F"	"kw20.BHI2.G"	"kw20.BHI2.H"	"kw20.BHI3.F"	"kw20.BHI3.G"	"kw20.BHI3.H"	"kw20.MIV0.A"	"kw20.MIV0.B"	"kw20.MIV0.C"	"kw20.MIV1.A"	"kw20.MIV1.B"	"kw20.MIV1.C"	"kw20.MIV2.A"	"kw20.MIV2.B"	"kw20.MIV2.C"	"kw20.MIV3.A"	"kw20.MIV3.B"	"kw20.MIV3.C"	"sxyx.MIV0.A"	"sxyx.MIV0.B"	"sxyx.MIV0.D"	"sxyx.MIV1.A"	"sxyx.MIV1.B"	"sxyx.MIV1.D"	"sxyx.MIV2.A"	"sxyx.MIV2.B"	"sxyx.MIV2.D"	"sxyx.MIV3.A"	"sxyx.MIV3.B"	"sxyx.MIV3.D"
"gene-HI_1077"	408.97	369.85	345.84	287.73	304.34	322.11	324.7	289.19	263.92	339.91	324.14	381.01	219.34	222.52	239.94	124.2	165.73	125.54	326.24	110.09	93.62	344.23	366.69	391.98	296.4	282.59	262.08	208.5	230.76	208.44	308.69	380.11	264.48
"gene-HI_1077.1"	4720.39	4262.49	4692.83	4502.38	4524.05	4843.59	4590.17	4822.64	5686.73	5642.52	4939.23	3858.57	4351.33	4550.81	2847.79	4382.44	3018.17	2644.56	5670.41	1703.91	802.97	6655.78	5077.42	5863.36	5214.27	5130.7	3669.54	4791.58	4577.4	2397.73	7228.66	5776.31	3613.75
"gene-HI_1078"	446.88	460.16	464.5	901.19	743.76	748.92	705.3	726.83	600.42	467.86	1351.77	543.4	74.85	70.93	69.39	58.05	75.49	82.16	83.76	50.24	93.5	429.39	454.85	209.53	76.12	80.05	61.67	66.8	62.67	53.48	75.01	79.18	60.12
"gene-HI_1079"	380.52	460.51	395.29	801.04	723.55	744.05	615.64	697.48	713.49	272.06	872.8	465.26	35.42	42.69	52.78	41.18	45.62	62.06	47.74	41.44	103.83	260.99	203.84	185.87	38.13	36.17	53.83	41.81	38.32	38.73	53.78	42.63	50.04
"gene-HI_1080"	1123.9	1439.99	1232.21	3319.82	4358.33	3855.5	2877.51	3765.57	3726.07	1771.59	4610.94	2059.44	104.07	126.24	112.94	99.71	184.07	137.78	160.42	161.56	428.97	1332.59	1187.89	573.93	106.19	95.74	123.84	127.56	114.48	109.21	152.25	145.83	122.57
"gene-HI_1081"	744.51	686.22	674.43	523.23	521.64	514.99	514.3	505.83	415.34	657.94	727.18	593.78	459.82	394.01	403.95	328.35	449.91	380.83	586.75	368.16	316.89	653.34	720.88	571.9	491.71	454.4	349.05	434.94	421.26	327.62	638.42	561.86	484.41
"gene-HI_1082"	1064.3	1180.59	1062.2	946.98	932.49	912.76	799.27	907.29	716.41	1462.27	1280.28	818.04	659.77	778.95	524.08	584.13	757.42	545.72	887.64	660.13	402.99	1278.42	1058.13	875.97	861.21	612.04	508.1	789.13	593.43	497.38	807.37	693.17	621.38
"gene-HI_1083"	612.4	673.51	625.98	649.62	616.93	573.09	542.44	577.52	519.02	590.92	534.43	557.88	245.37	322.01	347.72	315.09	302.11	355.45	434.23	282.11	307.75	544.79	342.94	604.81	334.35	250.34	364.89	260.29	239.43	349.96	425.87	284.18	451.98
"gene-HI_1084"	273.02	288.14	244.77	335.22	353.73	315.46	363.15	368.91	398.57	250.23	297.61	280.91	199.96	313.94	354.02	366.99	256.26	344.65	333.62	272.81	130.85	316.41	175.01	349.25	240.25	173.55	312.86	200.52	172.64	317.89	523.4	240.48	473.02
"gene-HI_1085"	253.29	251.98	244.63	255.66	267.42	239.29	248.28	339.89	273.64	289.09	256.8	213.6	253.4	207.11	219.98	174.26	226.91	203.7	326.85	190.83	135.03	248.63	244.81	253.95	238.81	206.15	196.04	246.12	187.57	180.57	350.95	276.69	289.2
"gene-HI_1086"	143.86	122.12	130.75	123.68	105.43	101.93	122.62	116.36	110.85	61.76	90.24	116.16	76.43	64.97	110.97	68.77	79.73	93.56	104.15	93.39	95.27	63.94	71.61	118.12	65.33	70.93	95.39	76.71	77.67	81.42	118.23	139.47	167.78
"gene-HI_1087"	200.34	192.45	196.55	229.68	199.52	188.16	245.72	251.41	238.17	100.35	119.73	215.78	158.69	128.97	237.76	169.28	165.28	281.07	220.11	299.23	489.92	115.78	110.29	221.99	134.98	130.8	167.53	177.84	150.74	217.35	256.93	223.59	366.59
"gene-HI_1088"	1943.17	1811.56	1911.71	3400.45	3346.91	3210.2	4258.51	3479.93	3881.21	4086.65	3536.58	3065.92	6283.69	5084.15	4233.79	5376.64	5345.46	4044.83	4654.27	5356.92	3386.07	3524.81	3720.99	3590.73	4512.57	4689.54	4418.64	5787.64	5615.37	4185.73	4535.58	4076.69	4051.22
"gene-HI_1089"	52.55	44.9	41.14	27.39	31.47	30.79	36.28	33.45	58.09	57.79	44.28	36.68	67.28	44.15	42.57	46.5	54.84	42.62	42.56	71.83	85.43	63.19	74.21	39.81	50.39	64.96	64.13	48.98	45.59	31.35	55.15	44.88	49.45
"gene-HI_1090"	40.1	32.33	29.85	18.73	18.49	17.58	20.59	21.3	27.29	5.89	12.11	21.71	7.14	5.36	28.12	6.85	4.05	20.92	5.36	12.31	15.91	6.69	6.29	25.24	4.25	6.82	39.39	5.76	3.72	17.85	5.39	7.84	45.64
"gene-HI_1091"	27.34	20.97	20.01	8.52	13.65	12.18	16.18	15.83	16.61	27.24	29.26	13.01	24.23	19.35	18.75	18.48	18.71	18.52	16.93	16.72	12.84	25.88	19.5	21.07	13.38	23.47	36.56	16.15	11.96	13.35	15.05	19.4	32.21
"gene-HI_1092"	50.17	47.08	43.49	20.73	30.18	29.04	28.58	40.65	38.23	82.06	67.72	31.97	91.34	60.24	53.14	47.23	42.47	36.97	46.23	34.82	24.65	76.43	81.85	54	51.31	65.54	79.9	39.86	35.34	36.26	46.21	44.53	43.41
"gene-HI_1093"	82.05	61.41	46.02	30.05	37.12	36.48	37.44	48.01	52.1	82.4	79.78	33.5	97.61	72.39	57.58	52.65	59.38	36.73	56.48	46.24	34.74	77.64	77.47	69.29	60.86	82.53	92.78	56.14	59.12	46.01	53.32	63.64	64.56
"gene-HI_1094"	56.35	54.11	44.97	27.71	32.12	28.62	29.67	40.32	33.46	41.55	42.57	34.51	39.43	31.12	36.44	21.46	26.5	21.15	28.03	21.75	34.22	37.53	35.65	43.84	29.34	34.16	58.4	25.02	23.56	30.05	28.17	27.86	47.72
"gene-HI_1095"	87.44	92.44	84.33	59.71	60.21	60.97	55.57	69.07	64.45	96.09	81.6	64.05	62.21	50.21	42.42	22.85	32.44	26.86	43.94	21.18	25.98	91.07	85.08	76.96	49.05	55.7	70.36	37.79	32.18	30.75	42.48	38.74	46.46
"gene-HI_1098"	219.13	220.23	212.98	169.32	177.41	171.36	181.06	185.18	196.2	110.95	136.12	171.53	71.89	118.92	172.28	135.22	118.37	179.25	107.17	87.03	220.81	143.46	98.5	165.73	99.87	80.27	196.05	108.53	72.31	154.53	160.73	83.86	141.77
"gene-HI_1099"	150.41	163.93	158.22	161.64	137.84	142.65	158.85	178.9	178.53	148.79	146.75	125.1	185.62	230.05	225.17	275.37	234.27	262.4	212.47	196.6	194.1	184.43	100.41	146.28	195.66	140.27	197.93	237.83	140.21	210.6	219.86	149.63	181.2
"gene-HI_1100"	107.63	111.5	101.32	79.14	79.5	76.44	74.46	72.8	53.8	63.92	65.39	80.25	46.38	48.71	61.84	40.02	53.56	53.1	57.45	68.04	58.01	58.65	56.29	72.76	49.71	46.43	71.41	45.65	44.35	60.54	52.34	49.38	71.71
"gene-HI_1101"	228.49	277.99	250.76	208.7	204.03	214.01	197.65	197.4	214.43	312.12	223.29	171.51	369.8	350.81	186.82	241.88	284.6	187.23	224.51	267.69	251.62	255.29	283.92	207.75	278.08	313.95	218.3	291.3	299.51	210.01	223.86	243.84	211.02
"gene-HI_1102"	91.67	89.86	91.88	80.46	75.18	75.87	74.01	76.87	73.5	80.78	83.37	73.63	62.92	65.74	65.58	71.2	90.62	61.01	84.08	80.51	59.64	75.73	62.8	85	57.66	56.34	77.99	51.7	50.15	67.89	90.53	68.21	100.99
"gene-HI_1103"	2074.98	2087.55	1982.11	1343.37	1508.48	1357.9	1361.06	1420.53	1410.64	1563.23	1496.23	1428.86	2060.76	2210.36	2407.22	2075.89	2192.71	2226.69	1495.99	2173.76	2118.78	1255.33	1428.62	1609.72	1540.51	1767.83	1652.76	1595.87	1940.76	1553.52	1314.21	1643.22	1590.12
"gene-HI_1104"	49.14	46.93	47.3	33.37	30.87	27.37	28.58	30.71	21.53	36.84	37.48	30.66	38.77	36.86	56.28	41.1	75.74	70.78	154.26	1194.04	306.18	37.86	37.75	28.62	45.42	44.41	27.46	76.9	68.4	52.76	85.21	91.44	819.29
"gene-HI_1105"	114.88	101.55	99.72	94.21	89.91	89.09	104.99	91.69	79.06	116.88	117.98	95.88	169.95	137.02	126.48	131.33	184.21	103.05	155.34	155.99	122.65	106.05	121.73	93.49	146.73	138.17	119.59	146.87	138.78	126.3	167.97	143.79	126.1
"gene-HI_1106"	62.57	69.22	69.82	55.05	59.16	55.26	61.29	57.78	56.31	84.09	57.24	52.54	95.8	117.03	83.23	101.85	149.77	83.34	106.51	97.49	60.63	71.34	62.44	63.57	95.63	79.2	105.89	81.85	77.47	129.88	105.74	92.43	99.88
"gene-HI_1107"	12.95	13.83	14.77	11.3	11.76	11.78	13.42	10.26	11.91	12.75	11.46	11.42	21.24	47.33	39.29	73.31	157.98	73.26	32.21	19.61	22.21	13.46	11	14	43.28	30.68	52.35	57.52	60.04	328.73	35.1	25.63	53.29
"gene-HI_1109"	9.76	7.81	10.22	7.17	6.61	7.32	8.05	8.93	8.63	6.89	5.86	5.87	14.37	21.2	25.34	39.74	103.77	29.72	14.53	10.5	10.83	4.59	6.03	7.05	24.72	24.25	37.09	20.27	32.09	135.13	11.54	12.26	33.93
"gene-HI_1110"	7.14	8.29	7.45	6.87	5.87	6.95	7.14	7.56	8.99	6.15	5.29	6	15.98	28.4	32	52.18	142.68	41.85	19.26	25.72	13.78	7.94	4.66	7.02	42.96	32.08	54.36	34.91	45.64	268.63	17.62	16.99	44.13
"gene-HI_1111"	8.28	7.16	7	6.43	8.2	7.91	7.69	9.71	8.71	5.45	4.43	9.27	30.7	62.36	96.09	153.9	336.59	157.82	42.16	68.92	99.04	6.11	3.83	8.87	82.7	52.92	150.8	99.13	117.03	1006.16	38.2	33.18	126.59
"gene-HI_1112"	8.92	8.25	8.83	8.44	8.34	7.32	7.83	8.14	9.08	12.74	9.26	9.24	27.5	31.68	30.76	132.76	317.23	32.14	20.39	26.63	21.22	10.82	12.24	7.14	77	53.82	35.4	51.55	94.03	293.1	22.05	19.52	33.38
"gene-HI_1113"	26.7	26.41	26.35	20.42	19.53	19.24	21.48	22.51	20.1	21.02	25.05	21.35	40.37	42.15	39.33	72.3	127.85	38.06	44.06	40.08	55.06	26.92	21.78	17.6	64.37	46.71	40.83	56.98	69.66	113.03	41.11	38.09	38.31
"gene-HI_1114"	424.39	404.6	399.16	343.95	371.04	353.32	360.08	363.37	374.65	114.06	142.97	361.85	150.54	106.69	399.42	174.39	166.36	393.94	104.8	124.09	278.56	105.4	120.07	423.65	106.99	125.75	394.18	122.06	115.43	279.73	98.55	126.88	339.49
"gene-HI_1115"	175.53	166.65	155.98	86.88	100.65	102.57	99.1	91.65	107.16	87.89	87.09	93.2	88.77	76.94	97.97	92.36	140.58	94.57	84.12	142.4	200.59	73.3	91.32	123.48	69.51	80.97	97.02	80.97	80.15	62.66	75.86	91.6	90.1
"gene-HI_1116"	359.38	386.72	390.95	376.4	396.17	410.36	479.37	459.3	509.53	613.73	456.32	411.11	878.63	1048.68	688.84	1320.07	1257.3	1160.6	961.05	1897.29	1608.12	516.11	485.04	440.67	773.88	604.67	576.1	1160.5	967.32	762.11	873.92	767.11	766.18
"gene-HI_1117"	28.96	31.39	40.5	25.4	20.01	20.74	30.61	37.01	26.66	26.96	26.44	26.5	181.03	95.51	176.43	1371.51	919.79	1246.21	1026.46	885.58	1681.27	24.75	26.95	18.78	36.66	36.61	34.34	48.89	45.64	35.09	42.5	38.99	36.99
"gene-HI_1118"	138.5	135.81	139.15	101.35	92.23	75.43	110.19	99.79	82.28	161.62	143.86	112.56	179.33	146.35	120.24	157.38	155.61	112.73	138.54	141.63	149.35	167.98	175.97	97.86	137.18	145.22	105.12	159.26	149.93	92.12	134.27	103.01	89.87
"gene-HI_1119"	148.66	142.95	154.71	139.65	145.17	140.65	139.87	136.26	128.97	177.42	160.48	142.47	191	192.63	156.63	203.41	175.22	158.63	133.13	155.32	72.11	172.58	158.81	146.84	168.24	155.88	142.43	198.81	178.54	136.82	118.83	111.99	116.38
"gene-HI_1120"	222.52	224.13	223.7	154.27	156.06	159.9	168.42	181.93	171.08	267.16	213.59	167.46	582	538.57	314.1	478.86	457.42	295.5	535.93	205.13	63.99	273.26	351.25	145.4	413.21	542.86	344.8	399.38	418.28	315.14	461.51	508.69	347.33
"gene-HI_1121"	314.52	287.62	294.67	228.61	252.68	250.69	283.71	266.1	277.88	336.14	303.38	268.57	691.12	634.89	428.88	654.82	616.9	478.74	739.04	292.34	94.03	363.84	434.73	242.21	512.1	664.56	483.49	518.76	558.6	459	641.91	701.65	522.37
"gene-HI_1122"	203.12	183.13	183.13	128.23	125.05	137.74	155.7	138	117.46	194.17	167.8	150.36	340.39	325.38	230.9	288.11	348.96	223.73	395.13	157.63	68.3	197.76	235.88	147.3	260.54	321.53	271.73	228.74	260.96	239.39	362.12	382.79	314.09
"gene-HI_1123"	216.85	177.81	172.26	135.37	115.61	127.04	147.88	115.84	102.16	207.07	136.87	160.71	332.24	349.98	277.04	375.05	392.48	282.88	428.11	184.72	88.32	206.4	223.17	147.42	273	365.29	330.94	238.3	286.08	304.92	350.95	395.06	339.34
"gene-HI_1124"	290.45	302.64	292.52	267.53	250.41	257.04	273.61	319.84	378.55	212.56	185.46	262.56	1067.05	968.06	1309.48	1479.58	2460.11	2067.78	925.19	1062.95	903.82	218.33	231.6	255.67	603.17	761.21	1188.51	622.57	686	1452.92	696.68	902.45	1324.21
"gene-HI_1125"	1792.24	1580.04	1648.3	1894.44	1908.04	1906.02	2567.75	2151.91	2310.28	3029.82	2175.7	1839.49	5414.84	4755.43	3003.57	3629.62	3587.09	2903.69	2856.16	3900.53	2651.21	2008.94	2646.62	2152.86	3632.66	4084.58	3037.87	3457.04	3825.47	2622.55	2500.79	2841.42	2799.37
"gene-HI_1126"	24.88	27.01	27.19	25.72	24.21	20.46	17.21	25.53	25.95	35.02	27.47	28.64	27.31	37.47	29.01	32.49	31.25	26.76	41.23	46.92	101.06	36.89	24.97	23.11	34.91	12.48	26.54	38.19	16.9	25.9	40.16	27.88	31.84
"gene-HI_1126.1"	286.69	249.25	229.61	999.31	917.47	867.69	1127.72	1092.01	966.35	411.55	538.95	532.96	2139.75	2837	2479.34	1410.92	2322.32	1255.97	1290.73	1298.98	406.45	238.71	285.43	549.93	2008.62	2340.38	2918.2	1907.43	2414.72	2557.4	1244.34	1563.25	1684.16
"gene-HI_1127"	189.46	161.08	165.54	605.93	489.43	523.8	697.21	609.36	548.18	304.07	442.11	352.22	1502.26	2231.16	1606.61	1084.94	1627.25	724.26	967.5	700.65	137.8	202.97	211.57	354.46	1611.79	1595.78	1906.49	1446.86	1633.21	1513.75	1062.39	1039.5	1095.22
"gene-HI_1128"	35.65	29.03	31.46	127.03	82.34	85.27	146.33	124.23	105.59	63.81	92.62	97.19	138.72	429.24	349.66	260.7	267.58	197.68	216.24	147.16	37.54	46.78	28.47	66.73	335.66	196.99	442.45	294.71	212.96	365.79	271.81	178.87	239.58
"gene-HI_1129"	233.83	214.11	204.78	212.84	254.2	236.95	244.78	301.72	290.01	242.23	291.81	217.43	366.91	322.65	310.78	405.89	445.22	306.69	300.61	512.3	691.11	236.04	211.19	221.91	269.89	264.84	221.44	349.75	245.52	234.03	315.2	240.55	205.58
"gene-HI_1130"	179.75	170.86	155.19	147.57	193.15	159.75	162.25	199.15	186.6	119.24	140.76	167.51	123.77	130.21	197	161.68	153.56	198.78	124.74	166.88	105.03	100.25	90.83	182.17	114.15	101.23	159.49	133.73	105.48	155.04	110.22	90.74	138.38
"gene-HI_1131"	198.41	217.32	196.27	155.47	200.15	175.45	173.37	209.1	163.3	157.23	177.29	153.15	152.46	167.81	188.28	172.78	190.15	188.5	154.59	142.52	79.81	155.87	131.75	177.54	162.85	141.87	157.15	172.37	120.97	133.65	137.4	110.06	123.24
"gene-HI_1132"	222.09	230.32	213.98	186.76	206.63	193	186.44	208.16	192.25	185.54	211.36	192.02	202.94	183.92	193.29	169.08	199.72	203.97	179.64	136.44	94.93	172.7	186.37	189.96	171.16	172.15	184.28	170.88	163.53	155.7	169.03	158.3	147.49
"gene-HI_1133"	391.7	365.22	359.67	383.99	420.25	392.11	406.17	447.83	459.08	368.72	399.45	364.21	505.55	517.44	531.39	529.34	634.47	608.2	430.19	360.83	154.35	266.29	309.31	416.5	383.16	420.37	496.48	431.46	465.12	521.05	365.89	413.18	403.36
"gene-HI_1134"	297.45	300.31	282.78	328.83	302.42	319.07	322.63	333.62	304.5	331.76	372.08	319.45	426.12	461.88	381.08	461.02	547.39	404.62	394.73	269.78	110.96	244.84	246.33	278.63	364.24	335.87	353.73	374.96	386.64	415.68	324.44	333.24	305.35
"gene-HI_1135"	212.31	190.59	195.58	207.46	188.14	193.22	199.03	221.98	188.76	99.62	152.53	180.65	112.64	131.09	208.75	123.33	150.84	187.17	123.87	85.61	108.44	83.65	80.51	187.81	112.73	99.17	181.17	114.4	101.71	168.22	108.6	113.05	179.42
"gene-HI_1136"	115.93	120.53	102.65	152.61	169.46	140.68	148.87	194.04	157.44	30.36	57.65	118.83	44.9	37.66	156.45	25.62	33.04	98.62	37.14	29.8	68.47	22	19.64	139.5	38.05	35.18	168.52	32.81	27.83	123.85	36.73	39.98	143.71
"gene-HI_1137"	101.22	94.78	98.25	99.07	102.92	95.52	105.32	105.12	103.6	64.55	76.53	98.98	47.17	55.03	82.17	47.16	50.85	65.77	84.15	42.27	48.04	59.9	39.35	109.78	62.92	45.35	98.51	49.59	47.4	73.57	96.42	63.73	104.44
"gene-HI_1138"	123.01	118.64	99.28	112.59	117.68	107.66	122.26	127.27	119.98	54.76	66.54	103.29	64.33	54.37	108.26	45.04	53.33	69.14	61.31	28.89	41.32	41.68	45.31	109.75	53.4	56.85	118.19	45.98	48.42	90.98	53.64	56.82	112.23
"gene-HI_1139"	200.39	181.98	178.67	197.75	203.56	187.48	228.69	232.01	210.85	134.06	145.95	194.86	172.76	144.48	213.18	127.84	130.85	155.89	177.62	91.65	85.01	120.78	134.15	203.6	167.88	163.2	244.8	141.66	143.13	186.01	175.05	190.56	224.64
"gene-HI_1140"	163.95	150.91	135.63	154.78	157.38	159.36	164.42	175.26	183.4	138.28	165.79	170.15	206.53	176.03	207.16	167.16	163.58	143.09	183.23	110.46	66.29	112.61	128.43	172.2	158.76	182.46	219.19	150.01	186.13	166.4	145.17	196.24	200.47
"gene-HI_1141"	102.27	107.48	101.92	83.62	96.66	91.27	86.59	110	102.69	79.05	103.09	74.5	77.38	80.92	86.7	68.8	71.1	62.72	88.58	42.62	44.6	68.99	56.04	99.61	79.11	72.08	99.53	60.27	59.29	68.45	74.63	72.58	86.83
"gene-HI_1142"	164.89	151.93	141.88	131.4	149.09	143.37	145.18	190.9	165.25	114.95	152.48	129.79	168.58	148.26	195.41	159.98	139.42	140.99	156.55	91.86	66.32	96.42	102.34	145.6	140.43	140.1	175.27	132.66	156.93	139.95	134.19	154.74	182.23
"gene-HI_1143"	928.94	803.45	756.51	688.22	781.15	722.15	799.51	914.01	798.71	531.46	676.43	782.55	627.74	540.73	975.01	661.61	527.55	879.11	534	687.24	665.66	502.55	514.16	815.88	489.76	531.9	835.86	524.81	571.52	665.55	436.46	640.07	788.19
"gene-HI_1144"	816.64	775.42	759.51	852.2	836.98	811.91	919.67	981.49	865.82	852.9	778.39	914.58	691.6	897.06	919.93	1172.03	870.88	1070.18	1023.3	795.18	379.09	872.76	538.61	936.63	885.2	581.14	997.32	943.61	672.03	886.53	1009.35	680.96	927.72
"gene-HI_1145"	185.3	198.42	197.85	192.4	212.93	207.99	220.01	221.56	194.51	179.84	191.23	214.82	111.29	146.39	133.36	172.97	163.18	164.28	190.33	145.97	166.39	191.08	133.5	200.02	165.08	98.86	148.46	178.53	130.2	150.79	188.86	137.75	156.53
"gene-HI_1146"	256.56	276.13	290.96	287.66	282.96	281.14	310.04	319.68	285.71	328.13	288.8	227.6	363.98	348.47	238	308.91	308.6	221.44	325.54	148.55	55.73	255.84	240.16	275.57	357.08	285.56	289.23	398.11	335.13	291.18	296.1	297.35	269.94
"gene-HI_1147"	250.95	268.55	255.23	194.01	203.81	191.92	197.79	209.33	186.44	235.44	215.13	208.51	119.59	150.55	147.53	143.62	127.77	144.12	161.86	76.91	60.95	209.52	135.3	207.06	179.23	93.74	148.8	178.53	104.21	129.62	144.81	110.52	122.67
"gene-HI_1148"	260.61	264.5	272.49	215.01	203.54	197.79	236.87	215.74	201.33	282.99	264.5	193.46	282.59	251.06	198.73	268.35	238.27	202.45	232.83	192.56	81.13	283.11	281.77	210.4	277.98	250.12	208.47	316.46	270.77	187.17	233.22	200.95	177.3
"gene-HI_1149"	318.24	338.76	335.11	253.5	249.02	248.61	256.41	264.37	268.53	262.49	263.72	255.78	186.82	255.31	228.11	244.24	212.58	234.18	241.32	222.19	128.69	278.41	194.68	274.46	247.55	160.93	239.31	275.53	194.92	203.28	234.28	164.4	210.94
"gene-HI_1150"	389.79	423.47	455.55	288.99	281.72	261.96	296.93	311.89	320.29	283.52	262.73	254.89	158.97	232.8	258.43	256.12	180.61	275.2	228.77	242.58	241.71	313.8	183.7	268.06	239.13	131.77	234.57	313.42	171.99	222.56	254.75	135.16	246.25
"gene-HI_1151"	368.92	401.11	396.98	235.46	246.57	226.03	226.97	259.53	225.5	313.83	298.75	247.47	360.54	306.83	257.12	332.2	271.04	327.15	254.41	354.64	630	323.79	319.88	233.8	316.89	291.61	200.18	365.56	332.37	208.63	259.85	206.91	219.43
"gene-HI_1152"	160.94	146.35	155.54	118.87	122.56	119.63	119.49	122.75	108.93	87.31	98.47	134.45	94.04	78.63	111.2	85.93	82.28	120.52	73.27	118.68	130.44	101.41	96.63	137.02	81.04	84.49	107.66	85.31	89.32	97.52	70.63	81.29	104.78
"gene-HI_1153"	136.7	131.53	117.52	114	121.76	118.85	132.36	109.99	104.67	165.69	94.5	146.32	418.56	508.09	433.08	400.03	282.73	424.66	257.75	394.16	388.4	123.92	103.11	160.47	371.34	251.8	317.93	392.65	319.96	383.24	231.39	199.36	250.46
"gene-HI_1154"	417.38	367.51	358.14	1118.07	861.07	901.93	887.23	807.59	939.37	454.98	1531.6	706.04	93.16	128.88	88.94	63.7	102.74	62.71	89.42	60.1	68.27	400.05	486.91	284.44	97.91	122.72	95.27	75.49	80.82	64.01	105.25	100.38	80.56
"gene-HI_1155"	96.77	97.78	99.21	132.46	116.72	100.82	109.98	113.79	110.3	132.98	135.31	103.4	103.06	99.24	85.71	78.88	121.36	63.35	108.2	62.08	50.26	112.46	142.33	98.52	117.08	131.82	90.22	130.31	121.62	95.54	118.31	109.37	103.92
"gene-HI_1156"	135.34	135.64	129.18	113.47	101.68	92.73	104.97	109.15	91.74	130.07	133.54	95.17	89.82	81.41	75.38	84.37	69.13	68.99	98.71	42.57	46.47	122.24	108.57	102.02	104.39	85.32	80.89	113.36	81.68	61.65	103.44	76.8	77.79
"gene-HI_1157"	135.43	148.06	140.25	114.82	114	109.74	101.94	116.6	93.1	131.95	147.11	106.38	73.3	77.77	65.48	74.92	65.65	67.52	92.61	40.7	29.57	112.13	115.51	118.37	88.35	87.24	78.41	93.66	92.48	63.38	80.85	86.73	78.17
"gene-HI_1158"	508.22	476.17	449.5	427.75	456.15	425.89	456.7	456.78	448.36	533.16	446.35	465.96	582.39	478.61	522.01	506.23	441.59	462.05	381.96	253.24	185.58	419.08	481.13	508.39	441.58	518.29	584.91	469.09	512.43	447.61	388.18	444.3	468.52
"gene-HI_1159"	518.05	533.27	513.2	428.91	445.17	414.97	405.15	410.33	391.7	465.9	374.07	384.28	462.98	405.89	382.91	435.59	417.14	427.52	337.29	229.22	144.15	410.97	384.38	451.93	421.36	369.45	443.14	440.57	389.56	371.72	320.91	318.13	362.31
"gene-HI_1160"	169.27	161.06	160.36	159.83	147.38	142	154.63	150.96	122.33	207.09	164.92	141.87	246.31	228.92	176.93	157.24	213.03	118.88	186.15	166.5	100.32	184.91	197.03	150.72	204.71	213.7	204.02	165.26	169.03	170.16	174.04	157.91	162.16
"gene-HI_1161"	132.14	147.73	138.36	145.32	123.68	122.79	134.23	136.4	108.8	182.29	146.47	123.98	261.12	214.51	163.31	155.65	230.85	138.67	196.53	171.23	117.99	160.47	191.92	144.34	188.83	237.22	170.31	167.22	186.19	169.01	179.07	199.32	178.55
"gene-HI_1162"	91.25	103.64	107.38	101.76	87.35	89.57	88.74	105.87	119.78	114.4	87.44	82.55	86.61	117.08	90.65	77.24	78.39	62.99	92.92	64.56	49.25	95.71	62.51	81.34	94.69	68.77	130.67	70.4	50.53	77.85	101.66	64.79	111.16
"gene-HI_1163"	146.89	146.15	143.12	130.05	121.79	124.96	128.12	123.18	120.22	182.12	151.3	125.44	179.24	140.48	111.3	122.46	159.25	81.49	162.92	160.74	64.34	146.56	167.45	132.86	143.02	168.93	154.52	125.64	137.61	97.83	152.34	171.24	143.12
"gene-HI_1164"	8698.56	9239.03	9193.49	9154	8471.75	9018.69	8199.49	7658.65	8636.8	10514.07	9618.89	9313.7	12429.33	12638.37	7101.97	11928.27	11699.41	8015.77	9385.69	7362.6	2784.7	10862.26	12569.05	8793.22	11518.03	13642.14	8783.09	12478.03	14962.58	8742.71	8110.15	9802.75	7376.29
"gene-HI_1165"	1020.25	970.88	1000.96	946.03	955.78	929.29	1131.04	880.39	838.87	1275.18	1083.86	1032.12	1161.1	839.92	784.62	974.21	608.08	931.57	738.85	593.63	1670.55	1411.76	1390.38	1132.24	1203.85	1148.05	964.09	1208.59	1067.37	666.27	851.27	678.68	722.84
"gene-HI_1166"	131.16	120.35	123.04	80.13	73.42	73.6	78.88	76.26	68.6	97.2	85.73	81.38	76.07	79.99	95.69	79.68	92.85	85.06	117.27	51.29	69.64	98.82	71.81	88.66	97.63	79.05	113.85	78.31	64.31	81.15	119.88	94.82	94.76
"gene-HI_1167"	164.73	167.29	162.63	120.63	116.61	128.1	125.79	123.52	150.38	71.27	69.93	132.88	130.73	107.8	234.39	109.98	195.98	203.74	116.46	138.83	217.83	67.54	67.41	145.01	92.09	110.82	314.73	76.71	83.64	236.28	99.69	125.63	279.41
"gene-HI_1168"	101.8	102.31	113.93	183.1	186.98	175.4	313.35	235.19	283.19	174.13	159.41	171.5	300.14	317.11	399.35	461.52	353.53	494.64	498.18	265.57	273.26	262.73	129.54	210.18	332.64	212.76	292.69	389.79	198.06	294.14	650.19	252.9	407.69
"gene-HI_1169"	87.41	84.59	93.42	80.44	64.66	63.31	80.14	89.26	66.61	68.66	67.27	51.51	81.47	134.81	121.84	155.97	113.07	145.77	87.69	204.64	65.24	62.51	26.24	60.09	102.83	64.42	117.04	125.96	65.69	143.36	106.23	44.24	122.97
"gene-HI_1170"	127.99	131.4	140.34	118.18	119.67	119.33	113.49	118.61	104.86	144.05	111.84	85.99	94.98	114.99	90.96	94.12	87.68	76.63	67.72	136.57	89.88	105.13	77.21	106.78	99.93	85.61	106.79	92.26	66.26	79.58	76.72	52.96	104.94
